"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G29160",0.316806830092628,0.26,0.0555,1,"DEGs","Yes"
"AT1G29720",0.994618865954081,0.679,0.076,2,"GEP_18 and DEGs","No"
"AT5G45920",1.27997875860018,0.6725,0.091,3,"DEGs","No"
"AT5G22500",1.25571611743391,0.6235,0.0935,4,"DEGs","No"
"AT3G50560",1.24253420173419,0.712,0.0945,5,"DEGs","No"
"AT5G46880",0.729614524014876,0.576,0.099,6,"DEGs","Yes"
"AT1G01120",1.30156840987056,0.7775,0.1135,7,"DEGs","No"
"AT1G45010",1.63228898225812,0.845,0.1145,8,"DEGs","No"
"AT5G43870",1.08988656191933,0.641,0.1235,9,"DEGs","No"
"AT4G33220",1.6267323220092,0.8745,0.1235,10,"DEGs","No"
"AT2G02850",1.59975329785137,0.783,0.1285,11,"DEGs","No"
"AT1G11600",1.69203331301783,0.8175,0.132,12,"DEGs","No"
"AT1G75710",1.13586107411728,0.7805,0.1335,13,"DEGs","Yes"
"AT4G04890",1.34469865153137,0.885,0.1345,14,"DEGs","Yes"
"AT2G39250",0.720015526220297,0.584,0.1345,15,"DEGs","Yes"
"AT3G28910",1.52206188041063,0.833,0.137,16,"DEGs","Yes"
"AT4G21750",1.4857824462239,0.9075,0.144,17,"DEGs","Yes"
"AT2G47240",1.77879977201738,0.835,0.157,18,"DEGs","No"
"AT1G69690",0.480473232607563,0.529,0.1625,19,"DEGs","Yes"
"AT5G36910",2.21570301388114,0.932,0.166,20,"GEP_18 and DEGs","No"
"AT2G41475",0.800423279165745,0.586,0.185,21,"GEP_18 and DEGs","No"
"AT4G17670",0.557618995976301,0.537,0.209,22,"GEP_18","No"
"AT4G18570",0.37506807516169,0.558,0.284,23,"GEP_18","No"
"AT2G38530",3.27164951627855,0.98,0.292,24,"GEP_18 and DEGs","No"
"AT4G14680",0.256002596554477,0.565,0.348,25,"GEP_18","No"
"AT5G23280",0.718000727650578,0.7065,0.3505,26,"DEGs","Yes"
"AT5G51190",1.51573331494871,0.898,0.464,27,"GEP_18 and DEGs","Yes"
"AT3G17820",1.34314819687177,0.972,0.509,28,"GEP_18 and DEGs","No"
