"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT5G24110",0.599294745486882,0.1655,0.023,1,"DEGs","Yes"
"AT2G17040",0.909690645560418,0.339,0.067,2,"GEP_23 and DEGs","Yes"
"AT5G44572",0.467352538112214,0.214,0.071,3,"DEGs","No"
"AT5G25440",0.429625726369294,0.232,0.072,4,"GEP_23","No"
"AT5G39670",0.446834791753134,0.2135,0.073,5,"DEGs","No"
"AT1G65486",0.636411750087645,0.336,0.097,6,"DEGs","No"
"AT2G32030",0.554353307408361,0.324,0.119,7,"GEP_37","No"
"AT3G06420",0.256412063828735,0.247,0.137,8,"GEP_37","No"
"AT4G23810",0.802185535191523,0.4715,0.143,9,"DEGs","Yes"
"AT2G02230",0.353117345882403,0.235,0.152,10,"GEP_37","No"
"AT4G35770",0.27448444429878,0.25,0.158,11,"GEP_37","No"
"AT4G31500",0.547314235657395,0.356,0.166,12,"GEP_23","No"
"AT1G15670",0.338471399356905,0.228,0.189,13,"GEP_37","No"
"AT4G25260",0.392017817741696,0.23,0.203,14,"GEP_23","No"
"AT4G01070",0.275041979082196,0.251,0.212,15,"GEP_1","No"
"AT4G28703",0.414498604431586,0.407,0.252,16,"GEP_37","No"
"AT3G02040",0.46145443444903,0.423,0.259,17,"GEP_37 and DEGs","No"
"AT1G16670",0.612763163581249,0.462,0.271,18,"GEP_1 and DEGs","No"
"AT3G48360",0.504291445260248,0.48,0.331,19,"GEP_37","No"
"AT1G79340",0.409567355464146,0.484,0.388,20,"GEP_23","No"
"AT2G30870",0.251212193141658,0.59,0.444,21,"GEP_23","No"
"AT1G21010",0.682277601998162,0.708,0.479,22,"GEP_37 and DEGs","No"
"AT1G65960",0.253574427149845,0.574,0.493,23,"GEP_37","No"
"AT1G80920",0.465016319461448,0.61,0.526,24,"GEP_1","No"
"AT3G53990",0.323700040981616,0.733,0.565,25,"GEP_1","No"
"AT2G25250",0.403398244692166,0.657,0.632,26,"GEP_1 and DEGs","No"
