"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT5G18240",1.26803123186924,0.327,0.001,1,"DEGs","Yes"
"AT5G27690",1.67915196860426,0.5995,0.001,2,"DEGs","No"
"AT2G15310",1.50250642899103,0.3565,0.0015,3,"DEGs","No"
"AT5G17450",1.58189243880769,0.5025,0.0015,4,"DEGs","No"
"AT2G03500",0.886376692525249,0.4345,0.002,5,"DEGs","Yes"
"AT2G46630",2.11551578174089,0.3735,0.002,6,"DEGs","No"
"AT5G43380",2.08669896167762,0.5795,0.002,7,"DEGs","No"
"AT2G16740",1.16004275916018,0.2245,0.002,8,"DEGs","No"
"AT3G21600",2.27305902999411,0.6805,0.0035,9,"DEGs","No"
"AT2G30540",2.4256567184342,0.3025,0.004,10,"DEGs","No"
"AT1G79430",2.83243793302721,0.771,0.007,11,"DEGs","Yes"
"AT3G14940",0.535734534002656,0.267,0.008,12,"GEP_39 and DEGs","No"
"AT4G34560",1.05725271995724,0.3235,0.0105,13,"DEGs","No"
"AT5G63850",1.68605776205853,0.297,0.012,14,"DEGs","No"
"AT3G43270",1.29811712221868,0.613,0.017,15,"GEP_39 and DEGs","No"
"AT1G07640",1.15159514536984,0.562,0.017,16,"DEGs","Yes"
"AT5G24800",1.46439677917521,0.3845,0.0225,17,"DEGs","Yes"
"AT3G45610",1.39826504191355,0.513,0.024,18,"DEGs","Yes"
"AT4G36710",1.36908287502369,0.5715,0.0395,19,"DEGs","Yes"
"AT1G69580",1.74228107558465,0.4995,0.043,20,"DEGs","Yes"
"AT4G32870",0.670407305298736,0.318,0.099,21,"GEP_39","No"
"AT4G29100",0.534761462178759,0.4165,0.104,22,"DEGs","Yes"
"AT2G24570",1.3794431503825,0.527,0.113,23,"GEP_39","Yes"
"AT5G13180",1.72772531814551,0.7415,0.2695,24,"DEGs","Yes"
"AT5G17190",0.350115101987188,0.568,0.434,25,"GEP_39 and DEGs","No"
"AT1G68840",0.779695631549657,0.63,0.501,26,"GEP_39 and DEGs","Yes"
