"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G34245",2.13504714524197,0.446,0.0345,1,"DEGs","No"
"AT5G10890",1.44902451504221,0.639,0.0405,2,"DEGs","No"
"AT5G60880",2.61193365570119,0.7595,0.045,3,"DEGs","No"
"AT2G02450",0.962197625135042,0.4475,0.0595,4,"DEGs","Yes"
"AT3G55130",0.343597046491921,0.306,0.063,5,"GEP_29 and DEGs","No"
"AT3G22760",0.77787639900116,0.4655,0.092,6,"DEGs","Yes"
"AT3G03130",1.66385256811595,0.569,0.099,7,"DEGs","No"
"AT5G46880",0.646203680288425,0.5305,0.106,8,"DEGs","Yes"
"AT4G15830",1.40396736081335,0.557,0.1095,9,"DEGs","No"
"AT1G59540",1.3143971793889,0.7175,0.1105,10,"DEGs","No"
"AT3G01330",0.573905389208955,0.4895,0.119,11,"DEGs","Yes"
"AT1G44110",1.98868817394081,0.7715,0.121,12,"DEGs","No"
"AT1G53140",1.58997497520157,0.7555,0.1215,13,"DEGs","No"
"AT4G31805",1.85251484870312,0.6685,0.1325,14,"DEGs","No"
"AT5G11510",0.875577365564014,0.613,0.134,15,"DEGs","Yes"
"AT4G04890",1.63661635898146,0.763,0.1425,16,"DEGs","Yes"
"AT3G28910",0.949895696059336,0.623,0.146,17,"DEGs","Yes"
"AT4G21750",1.1836449819951,0.7135,0.1535,18,"DEGs","Yes"
"AT1G80370",1.0318733171089,0.708,0.159,19,"DEGs","No"
"AT1G72970",1.23391334842121,0.746,0.184,20,"GEP_29 and DEGs","No"
"AT4G14770",0.929835298816461,0.71,0.207,21,"DEGs","Yes"
"AT3G17120",0.472863155155386,0.543,0.275,22,"GEP_29 and DEGs","No"
"AT3G06740",1.18983047457338,0.744,0.317,23,"DEGs","Yes"
"AT3G02550",0.769423033213595,0.636,0.347,24,"GEP_29","Yes"
"AT3G19590",1.52727422195087,0.936,0.403,25,"GEP_29 and DEGs","No"
"AT3G20670",1.93242081271397,0.819,0.485,26,"GEP_29 and DEGs","No"
