"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G54020",0,0.884080520151282,0.283,0.014,0,0,0.344231001319117,0.205,0.016,0,0,0,"AT1G54020"
"AT1G73325",0,0.634627048962784,0.37,0.029,0,5.18096337411978e-231,0.509315105483733,0.394,0.08,9.51069446587169e-227,5.18096337411978e-231,0,"AT1G73325"
"AT3G16470",0,1.57940646672906,0.6,0.089,0,0,2.08476039624349,0.457,0.032,0,0,0,"AT3G16470"
"AT4G27860",0,0.341182796945056,0.244,0.028,0,0,0.868567625509745,0.534,0.074,0,0,0,"AT4G27860"
"AT1G44350",0,0.945887076842172,0.715,0.228,0,1.18464736712326e-123,0.45803691910084,0.525,0.197,2.17465717182818e-119,1.18464736712326e-123,0,"AT1G44350"
"AT1G52040",0,2.7802068233428,0.894,0.177,0,0,3.57160274809734,0.693,0.053,0,0,0,"AT1G52040"
"AT1G52400",0,2.94732166877117,0.93,0.28,0,0,3.7253942227545,0.827,0.147,0,0,0,"AT1G52400"
"AT1G52410",0,2.42032355404301,0.873,0.211,0,0,2.44589557488617,0.867,0.147,0,0,0,"AT1G52410"
"AT5G24420",0,3.43205991384475,0.931,0.331,0,1.13806680909086e-273,1.49508201591728,0.758,0.285,2.08914924144809e-269,1.13806680909086e-273,0,"AT5G24420"
"AT3G28220",0,2.77159829980578,0.981,0.645,0,0,3.28477628479309,0.854,0.077,0,0,0,"AT3G28220"
"AT3G45140",0,2.57921317221719,0.986,0.517,0,0,2.74208029355641,0.901,0.122,0,0,0,"AT3G45140"
