"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT3G19710",3.16753995720182,0.293,0.0035,1,"DEGs","No"
"AT5G23010",3.49581616437011,0.715,0.01,2,"GEP_29 and DEGs","No"
"AT5G07690",1.05431741024583,0.5725,0.02,3,"DEGs","Yes"
"AT5G14200",2.59442329173458,0.706,0.021,4,"GEP_29 and DEGs","No"
"AT2G43100",2.61923461085156,0.671,0.025,5,"GEP_29 and DEGs","No"
"AT1G11580",1.94527370766397,0.4,0.025,6,"DEGs","No"
"AT3G48550",1.22036891556564,0.536,0.027,7,"GEP_29 and DEGs","No"
"AT5G07460",1.21208314650213,0.494,0.027,8,"GEP_29 and DEGs","No"
"AT4G39950",1.9263108762214,0.455,0.028,9,"GEP_29 and DEGs","No"
"AT1G70830",2.28876512665365,0.1535,0.0285,10,"DEGs","No"
"AT1G61660",0.566808048286057,0.2615,0.0295,11,"DEGs","Yes"
"AT3G01470",0.376615785085671,0.2355,0.033,12,"DEGs","Yes"
"AT1G77000",1.53680671906465,0.651,0.036,13,"GEP_29","No"
"AT4G36710",0.446674111616141,0.255,0.041,14,"DEGs","Yes"
"AT1G65860",1.64860617209306,0.634,0.0435,15,"DEGs","No"
"AT3G54390",0.658576270722529,0.4195,0.0475,16,"DEGs","Yes"
"AT2G22760",0.477715903591148,0.1705,0.049,17,"DEGs","Yes"
"AT2G32960",1.03475224244538,0.604,0.053,18,"GEP_29 and DEGs","No"
"AT4G13770",2.97337658120091,0.8365,0.055,19,"DEGs","No"
"AT5G60890",0.620234281827636,0.38,0.064,20,"DEGs","Yes"
"AT4G39940",2.00377241705113,0.81,0.073,21,"GEP_29 and DEGs","No"
"AT4G24060",0.524144448784676,0.365,0.076,22,"DEGs","Yes"
"AT5G14920",1.38750209886437,0.563,0.086,23,"DEGs","No"
"AT4G04830",2.98976870221934,0.889,0.095,24,"GEP_29 and DEGs","No"
"AT4G29100",0.605608750294225,0.5085,0.101,25,"DEGs","Yes"
"AT3G04520",1.22166541825932,0.717,0.11,26,"DEGs","No"
"AT1G74090",2.9542879459186,0.8435,0.1165,27,"DEGs","No"
"AT3G54600",2.53070769978404,0.789,0.144,28,"DEGs","No"
"AT1G08465",1.03023711903192,0.69,0.2835,29,"DEGs","Yes"
"AT4G14680",1.48323689698218,0.723,0.3455,30,"DEGs","No"
