"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT4G20970",0.419780741959081,0.1185,0.0115,1,"DEGs","Yes"
"AT5G13330",0.733034741147724,0.2005,0.034,2,"DEGs","Yes"
"AT1G52200",1.5648220312508,0.328,0.0385,3,"DEGs","No"
"AT2G19800",1.30542356004124,0.396,0.043,4,"GEP_42 and DEGs","No"
"AT4G11890",1.37428509661027,0.418,0.046,5,"GEP_42","No"
"AT2G22760",0.49179330030594,0.2245,0.047,6,"DEGs","Yes"
"AT5G06760",0.717642551910926,0.2615,0.0475,7,"DEGs","No"
"AT1G19540",1.0908526866964,0.429,0.048,8,"GEP_42 and DEGs","No"
"AT5G36925",1.12811348880344,0.502,0.048,9,"GEP_42 and DEGs","No"
"AT4G30280",1.45006828076541,0.471,0.051,10,"GEP_42","No"
"AT1G72060",0.5080187067608,0.2285,0.0525,11,"DEGs","No"
"AT3G04300",3.28570406894711,0.817,0.054,12,"GEP_42 and DEGs","No"
"AT3G07340",0.385766820455097,0.219,0.0555,13,"DEGs","Yes"
"AT4G39780",0.384499324109856,0.18,0.0555,14,"DEGs","Yes"
"AT1G69570",1.01134798068808,0.355,0.064,15,"DEGs","Yes"
"AT5G39670",2.11038012822281,0.645,0.067,16,"GEP_42 and DEGs","No"
"AT5G03610",0.564921508695591,0.269,0.0695,17,"DEGs","No"
"AT5G41800",0.611152377171281,0.373,0.07,18,"DEGs","No"
"AT5G60200",0.454468422456227,0.1815,0.072,19,"DEGs","Yes"
"AT2G17040",0.418070706188142,0.1445,0.074,20,"DEGs","Yes"
"AT4G24060",0.538980784353578,0.2885,0.0775,21,"DEGs","Yes"
"AT5G58700",0.580288919219707,0.3635,0.0815,22,"DEGs","No"
"AT5G05440",1.0997222017767,0.553,0.083,23,"GEP_42","No"
"AT5G08240",1.38463545317373,0.566,0.088,24,"GEP_42","No"
"AT4G32870",1.88219906519288,0.624,0.092,25,"GEP_42","No"
"AT4G37790",1.02138901607899,0.5995,0.246,26,"DEGs","Yes"
"AT1G16670",0.808723613354718,0.6415,0.2685,27,"DEGs","No"
"AT2G17720",0.691269918903128,0.707,0.386,28,"DEGs","No"
"AT1G21830",1.46593060071356,0.821,0.444,29,"DEGs","No"
"AT3G53990",1.22309262008341,0.9115,0.565,30,"DEGs","No"
