"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT5G36910",0,1.99345078974864,0.38,0.03,0,0,1.65804659923268,0.838,0.265,0,0,0,"Chir01Ox-b36180.2",NA,NA,"AT5G36910.1","defense response, extracellular region, toxin activity"
"AT5G22500",0,1.34269491881637,0.46,0.032,0,0,1.54800001750215,0.598,0.114,0,0,0,"Chir06Ox-b17250.2",NA,NA,"AT5G22500.1","alcohol-forming fatty acyl-CoA reductase activity, chloroplast, fatty-acyl-CoA reductase (alcohol-forming) activity, intracellular membrane-bounded organelle, long-chain fatty-acyl-CoA metabolic process, long-chain-fatty-acyl-CoA reductase activity, plasma membrane, response to salt stress, response to wounding, suberin biosynthetic process"
"AT1G11600",0,1.2536887258187,0.509,0.039,0,0,1.70532538219406,0.803,0.181,0,0,0,"Chir01Ox-b11470.2",NA,NA,"CYP77B1","fatty acid biosynthetic process, flower development, heme binding, iron ion binding, linoleic acid epoxygenase activity, membrane, organelle organization, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, plant organ morphogenesis, plasma membrane, regulation of gene expression by genomic imprinting, tissue development"
"AT1G01120",0,1.13395313258438,0.521,0.045,0,0,1.27113600278011,0.677,0.14,0,0,0,"Chir01Ox-b01160.2",NA,NA,"AT1G01120.1","cellular response to cold, cuticle development, cytoplasm, cytosolic ribosome, endoplasmic reticulum, fatty acid elongase activity, fatty acid elongation, membrane, protein binding, response to cold, response to light stimulus, very long-chain fatty acid biosynthetic process, very long-chain fatty acid metabolic process, very-long-chain 3-ketoacyl-CoA synthase activity, wax biosynthetic process"
"AT5G04530",0,1.26887287506096,0.57,0.053,0,0,1.64701262395969,0.793,0.21,0,0,0,"Chir06Ox-b34390.2",NA,NA,"KCS19","chloroplast, fatty acid biosynthetic process, response to cold, response to light stimulus, very-long-chain 3-ketoacyl-CoA synthase activity"
"AT2G15090",0,2.14299765349623,0.69,0.058,0,0,1.13876535548925,0.691,0.15,0,0,0,"Chir03Ox-b29260.2",NA,NA,"KCS8","chloroplast, endoplasmic reticulum, fatty acid biosynthetic process, fatty acid elongation, very long-chain fatty acid metabolic process, very-long-chain 3-ketoacyl-CoA synthase activity"
"AT1G24020",0,2.62367841620201,0.656,0.059,0,0,2.07381087337999,0.863,0.3,0,0,0,"Chir01Ox-b23680.2",NA,NA,"MLP423","abscisic acid binding, abscisic acid-activated signaling pathway, chloroplast, cytosol, defense response, nucleus, protein phosphatase inhibitor activity, signaling receptor activity"
"AT1G49430",0,1.27678663034932,0.612,0.06,0,0,1.50987274473907,0.811,0.174,0,0,0,"Chir01Ox-b38370.2",NA,NA,"LACS2","chloroplast, cutin biosynthetic process, defense response to fungus, endoplasmic reticulum, fatty acid biosynthetic process, fatty acid metabolic process, lateral root formation, long-chain fatty acid-CoA ligase activity, membrane, plasmodesma, very long-chain fatty acid-CoA ligase activity, wax biosynthetic process"
"AT3G01860",0,1.21224200329615,0.634,0.06,0,0,1.10267555697364,0.738,0.222,0,0,0,"Chir03Ox-b00230.2",NA,NA,"F28J7.19","molecular_function, nucleus"
"AT5G45950",0,1.88627731080817,0.64,0.061,0,0,1.49683186354945,0.785,0.174,0,0,0,"Chir06Ox-b02270.2",NA,NA,"AT5G45950.1","extracellular region, hydrolase activity, acting on ester bonds"
