"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G61660",0.48393412382813,0.174,0.023,1,"DEGs","Yes"
"AT4G39950",0.836834731067318,0.139,0.025,2,"DEGs","No"
"AT5G07460",0.360996853340089,0.1275,0.0255,3,"DEGs","No"
"AT5G62680",0.496386558568645,0.132,0.0325,4,"DEGs","No"
"AT4G16447",0.418051955919765,0.2295,0.0375,5,"DEGs","No"
"AT4G13770",1.07053608217175,0.283,0.0475,6,"DEGs","No"
"AT5G60890",0.401679666957462,0.267,0.0565,7,"DEGs","Yes"
"AT5G48170",0.369844694641323,0.275,0.066,8,"DEGs","No"
"AT2G28510",0.378574871977217,0.2705,0.0685,9,"DEGs","Yes"
"AT4G24060",0.330670477760139,0.2325,0.0695,10,"DEGs","Yes"
"AT5G14920",0.736219030929078,0.318,0.077,11,"DEGs","No"
"AT4G09890",0.402258197678458,0.149,0.081,12,"DEGs","No"
"AT4G29100",0.674509509974954,0.4695,0.085,13,"DEGs","Yes"
"AT3G04520",1.24011639334904,0.6015,0.0885,14,"DEGs","No"
"AT2G46650",1.72283149807418,0.5115,0.1875,15,"DEGs","No"
"AT5G43150",0.70824162294892,0.46,0.318,16,"GEP_35","No"
"AT3G13520",0.895683520084287,0.451,0.431,17,"GEP_35 and DEGs","No"
"AT1G65960",0.278361761035392,0.454,0.498,18,"GEP_35","No"
"AT5G65660",0.431777739272016,0.657,0.554,19,"GEP_35","No"
"AT5G48930",0.436842808329226,0.609,0.565,20,"GEP_35 and DEGs","No"
"AT2G36830",1.43374349402617,0.872,0.6,21,"GEP_35 and DEGs","No"
"AT5G16030",0.27867205609915,0.72,0.613,22,"GEP_35","No"
"AT3G16240",0.734361599903592,0.749,0.629,23,"GEP_35 and DEGs","No"
"AT3G53420",0.867129613691574,0.81,0.761,24,"GEP_35 and DEGs","No"
