"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G65620",0.765139428595182,0.4105,0.024,1,"DEGs","Yes"
"AT1G58270",1.27399001987253,0.265,0.028,2,"GEP_43","No"
"AT3G23050",0.907243368442966,0.276,0.028,3,"GEP_43","No"
"AT5G55620",1.1215841763932,0.317,0.032,4,"GEP_43","No"
"AT4G14550",0.939350048300599,0.367,0.05,5,"GEP_43 and DEGs","No"
"AT4G34250",0.862276245748196,0.436,0.054,6,"GEP_43 and DEGs","No"
"AT5G15310",1.01843253162797,0.501,0.063,7,"GEP_43 and DEGs","Yes"
"AT1G26945",0.713211014149392,0.352,0.0645,8,"DEGs","Yes"
"AT5G22500",1.44534746815926,0.529,0.073,9,"DEGs","No"
"AT3G51600",2.10035662978193,0.38,0.074,10,"GEP_43 and DEGs","No"
"AT5G14410",0.899416736192215,0.53,0.086,11,"GEP_43 and DEGs","No"
"AT5G20270",0.979230724845188,0.584,0.09,12,"GEP_43 and DEGs","No"
"AT1G01120",1.20254456768224,0.599,0.0925,13,"DEGs","No"
"AT1G64670",0.951935911662826,0.606,0.094,14,"GEP_43 and DEGs","No"
"AT1G05230",0.811470561649932,0.5645,0.0985,15,"DEGs","Yes"
"AT2G15090",1.64088150449274,0.6905,0.104,16,"DEGs","No"
"AT1G11600",1.47950705400638,0.656,0.11,17,"DEGs","No"
"AT4G04890",1.08793198592732,0.6645,0.1115,18,"DEGs","Yes"
"AT1G75710",1.03567066819615,0.611,0.1135,19,"DEGs","Yes"
"AT3G28910",1.22705693948324,0.649,0.1155,20,"DEGs","Yes"
"AT1G49430",1.3933296875442,0.7115,0.117,21,"DEGs","No"
"AT5G45950",1.69155458717881,0.7125,0.1175,22,"DEGs","No"
"AT4G21750",1.30187852420951,0.718,0.119,23,"DEGs","Yes"
"AT5G04530",1.45794274951032,0.6815,0.1315,24,"DEGs","No"
"AT3G01860",1.15745878013489,0.686,0.141,25,"DEGs","No"
"AT5G36910",1.82574869449066,0.609,0.1475,26,"DEGs","No"
"AT1G24020",2.348744644791,0.7595,0.1795,27,"DEGs","No"
"AT3G56400",1.07162570967594,0.6035,0.1975,28,"DEGs","Yes"
