"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT2G21140",1.32728181357493,0.334,0.002,1,"GEP_46 and DEGs","No"
"AT3G55500",1.68420034345723,0.23,0.002,2,"GEP_46 and DEGs","No"
"AT3G06120",3.02225819456774,0.322,0.0025,3,"DEGs","Yes"
"AT2G20875",2.62167212988586,0.598,0.0035,4,"DEGs","No"
"AT1G08810",1.64678378357712,0.561,0.004,5,"GEP_46 and DEGs","Yes"
"AT3G06778",1.21672200626275,0.5255,0.0075,6,"DEGs","No"
"AT1G26600",1.25455006957386,0.5715,0.0095,7,"DEGs","No"
"AT1G04110",2.1253894781148,0.282,0.0095,8,"DEGs","No"
"AT3G57600",0.946079368281026,0.2335,0.01,9,"DEGs","Yes"
"AT3G24140",2.14848380290618,0.5265,0.0105,10,"DEGs","Yes"
"AT1G16960",1.30010001354618,0.542,0.011,11,"GEP_46 and DEGs","No"
"AT1G10060",1.42723861234796,0.436,0.012,12,"GEP_46","No"
"AT3G26960",1.3522047188829,0.304,0.016,13,"DEGs","No"
"AT1G71050",1.63231506194959,0.274,0.018,14,"DEGs","No"
"AT5G66400",2.46030347490343,0.171,0.02,15,"GEP_46 and DEGs","No"
"AT5G66440",1.97598097654578,0.514,0.0205,16,"DEGs","No"
"AT4G02940",1.3042196552643,0.384,0.024,17,"GEP_46 and DEGs","No"
"AT5G23400",2.13811862429452,0.126,0.0345,18,"DEGs","No"
"AT3G20860",1.61999489648781,0.592,0.0505,19,"DEGs","No"
"AT3G50900",1.56378997621486,0.421,0.058,20,"GEP_46","No"
"AT2G47485",1.7437637099798,0.616,0.062,21,"GEP_46 and DEGs","No"
"AT4G18280",4.1956336195329,0.573,0.063,22,"GEP_46 and DEGs","No"
"AT3G22760",0.831232180406714,0.455,0.0935,23,"DEGs","Yes"
"AT1G62300",1.6157316019791,0.5105,0.095,24,"DEGs","Yes"
"AT3G28910",2.3374244897234,0.7545,0.1465,25,"DEGs","Yes"
"AT4G04890",0.522077309112905,0.5,0.148,26,"DEGs","Yes"
"AT1G53060",1.88054441776503,0.638,0.1575,27,"DEGs","No"
"AT5G06710",1.60041824821807,0.6925,0.2125,28,"DEGs","Yes"
"AT4G37790",1.22682863169199,0.7495,0.2465,29,"DEGs","Yes"
"AT3G26744",1.42088824894632,0.845,0.4075,30,"DEGs","Yes"
