"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT4G21920",0.538952789828175,0.223,0.0295,1,"DEGs","No"
"AT4G15610",1.86838528572266,0.295,0.041,2,"DEGs","No"
"AT2G19800",0.658292723132131,0.2215,0.0415,3,"DEGs","No"
"AT3G21780",0.374701645030901,0.2325,0.0425,4,"DEGs","No"
"AT1G72060",0.57648531540312,0.24,0.048,5,"DEGs","No"
"AT3G47380",0.855999297546017,0.2645,0.0495,6,"DEGs","No"
"AT3G50900",0.496700430598233,0.2255,0.0545,7,"DEGs","No"
"AT1G35140",0.339703327446014,0.186,0.06,8,"GEP_35","No"
"AT1G69570",0.631288111936577,0.2535,0.063,9,"DEGs","Yes"
"AT3G14060",0.600664950279112,0.303,0.066,10,"DEGs","No"
"AT2G17040",0.769409900915029,0.2475,0.068,11,"DEGs","Yes"
"AT1G64380",0.549318214674702,0.2815,0.078,12,"DEGs","Yes"
"AT3G11260",0.610714684482358,0.2605,0.0795,13,"DEGs","Yes"
"AT3G15500",0.811511773232738,0.3525,0.099,14,"DEGs","Yes"
"AT2G40100",0.279278309847954,0.202,0.144,15,"GEP_35","No"
"AT4G36850",0.281834130153767,0.251,0.144,16,"GEP_35","No"
"AT5G59540",0.802827664580837,0.432,0.159,17,"GEP_35","No"
"AT1G30260",0.295434391017279,0.297,0.163,18,"GEP_35","No"
"AT5G59080",0.733272477304898,0.399,0.194,19,"GEP_35 and DEGs","No"
"AT2G42530",0.525296745187877,0.363,0.208,20,"GEP_35","No"
"AT5G24530",0.613913168985771,0.457,0.242,21,"GEP_35 and DEGs","No"
"AT5G45630",1.11478460425244,0.585,0.282,22,"GEP_35 and DEGs","No"
"AT5G02020",1.15934596883482,0.674,0.29,23,"GEP_35 and DEGs","No"
"AT5G20250",1.19919392612394,0.696,0.336,24,"DEGs","No"
"AT2G15960",1.77828940606767,0.832,0.4815,25,"DEGs","No"
