"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT5G03170",1.86183136616207,0.2805,0.0015,1,"DEGs","No"
"AT3G10080",2.43144893716011,0.335,0.002,2,"GEP_15 and DEGs","No"
"AT5G60490",1.60206250167873,0.333,0.002,3,"GEP_15 and DEGs","No"
"AT5G55250",1.15676290851922,0.197,0.003,4,"GEP_15 and DEGs","No"
"AT1G68810",1.95477344304469,0.357,0.004,5,"GEP_15 and DEGs","Yes"
"AT1G72230",1.25236134528343,0.289,0.004,6,"GEP_15 and DEGs","No"
"AT1G01900",1.01884504266243,0.2135,0.004,7,"DEGs","No"
"AT2G18060",0.686839029572857,0.2145,0.0055,8,"DEGs","Yes"
"AT5G18930",1.30023129514786,0.267,0.006,9,"GEP_15 and DEGs","No"
"AT5G08370",1.26439866326012,0.257,0.01,10,"GEP_15 and DEGs","No"
"AT5G19530",3.87076271811403,0.492,0.013,11,"GEP_15 and DEGs","No"
"AT3G51030",1.96336588442032,0.494,0.015,12,"GEP_15 and DEGs","No"
"AT4G36160",1.15129788720258,0.4,0.0205,13,"DEGs","Yes"
"AT2G13820",2.42206081702385,0.4745,0.023,14,"DEGs","No"
"AT4G32880",1.54464299872097,0.4195,0.0235,15,"DEGs","Yes"
"AT2G28410",1.91502807831893,0.315,0.025,16,"DEGs","No"
"AT1G61660",0.480689586240535,0.2335,0.029,17,"DEGs","Yes"
"AT2G31280",0.359776065870678,0.2175,0.0295,18,"DEGs","Yes"
"AT4G37650",0.497387352192563,0.2735,0.03,19,"DEGs","Yes"
"AT3G56240",2.5154658805207,0.2505,0.0365,20,"DEGs","No"
"AT3G25710",2.00710606253123,0.452,0.04,21,"GEP_15 and DEGs","Yes"
"AT1G69580",0.629876769725994,0.3275,0.043,22,"DEGs","Yes"
"AT3G62100",1.66867323446878,0.3745,0.0435,23,"DEGs","No"
"AT1G28400",1.88310212283062,0.4265,0.045,24,"DEGs","No"
"AT2G41130",1.84479106318983,0.5555,0.053,25,"DEGs","Yes"
"AT1G66230",0.507057439543184,0.247,0.0655,26,"DEGs","Yes"
"AT4G24060",0.774771999943823,0.3995,0.0755,27,"DEGs","Yes"
"AT3G18280",3.15780987811386,0.5055,0.08,28,"DEGs","No"
"AT1G75500",3.18394617351845,0.497,0.094,29,"DEGs","No"
"AT5G66920",1.20108027259126,0.5585,0.1895,30,"DEGs","No"
