"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT5G03150",0.487243770589095,0.3235,0.014,1,"DEGs","Yes"
"AT1G22490",0.272190321785605,0.187,0.014,2,"DEGs","Yes"
"AT4G10640",0.814480229579468,0.293,0.017,3,"GEP_7","No"
"AT1G44830",0.699883142120471,0.376,0.021,4,"GEP_7","Yes"
"AT3G50870",0.671207802027157,0.339,0.023,5,"GEP_7 and DEGs","Yes"
"AT1G27020",0.724994795553128,0.39,0.03,6,"GEP_7","No"
"AT4G24275",0.674398224114827,0.442,0.036,7,"GEP_7 and DEGs","No"
"AT4G15210",1.42096185419111,0.461,0.05,8,"GEP_7","No"
"AT4G11320",3.05002334791376,0.627,0.055,9,"GEP_7 and DEGs","No"
"AT1G26960",0.335404955753074,0.3145,0.0565,10,"DEGs","Yes"
"AT5G61290",0.890635739851714,0.46,0.062,11,"GEP_7","No"
"AT1G26945",0.483786446193683,0.233,0.0785,12,"DEGs","Yes"
"AT3G55240",0.696465651744016,0.272,0.079,13,"GEP_7","No"
"AT3G46490",0.811006082019962,0.516,0.095,14,"GEP_7","No"
"AT3G48100",0.788916665602285,0.548,0.1005,15,"DEGs","No"
"AT2G42610",1.79194795901559,0.8065,0.1035,16,"DEGs","No"
"AT1G69780",0.7565616970722,0.593,0.136,17,"DEGs","Yes"
"AT1G31710",0.728828323419463,0.6025,0.176,18,"DEGs","No"
"AT4G15920",0.718114558831794,0.629,0.224,19,"DEGs","No"
"AT4G12730",0.765871680173407,0.65,0.2275,20,"DEGs","No"
"AT1G62480",3.21900188014607,0.896,0.246,21,"DEGs","No"
"AT2G47930",0.752569314878355,0.654,0.3155,22,"DEGs","No"
"AT2G35120",0.832593559088543,0.7745,0.372,23,"DEGs","No"
"AT2G28790",1.35192983788909,0.868,0.4525,24,"DEGs","No"
"AT3G53990",1.12243255456744,0.937,0.5575,25,"DEGs","No"
