"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT5G13080",0.52952101234303,0.1825,0.011,1,"DEGs","Yes"
"AT5G14000",1.56416343335468,0.287,0.015,2,"GEP_17","Yes"
"AT5G46350",0.661339795396837,0.2055,0.0155,3,"DEGs","Yes"
"AT5G66400",1.60906061361899,0.136,0.019,4,"DEGs","No"
"AT1G29290",1.30872744254165,0.3395,0.019,5,"DEGs","No"
"AT3G16330",1.13312830626386,0.252,0.02,6,"DEGs","No"
"AT1G65690",1.68064573340972,0.378,0.026,7,"DEGs","No"
"AT5G61160",1.39352203121532,0.35,0.029,8,"GEP_17","No"
"AT4G15120",2.06060506648735,0.602,0.0415,9,"DEGs","No"
"AT1G66480",1.10744016432718,0.445,0.042,10,"GEP_17","No"
"AT3G01970",1.21288987393442,0.408,0.044,11,"GEP_17","Yes"
"AT2G22760",0.542582097171736,0.206,0.0445,12,"DEGs","Yes"
"AT5G63450",1.72902589878329,0.392,0.05,13,"GEP_17","No"
"AT1G28390",1.31206128446862,0.544,0.056,14,"GEP_17","No"
"AT2G01610",1.45125145845069,0.379,0.065,15,"GEP_17 and DEGs","No"
"AT3G62990",1.43838672386618,0.385,0.065,16,"GEP_17","No"
"AT1G69570",0.706151451284324,0.2465,0.066,17,"DEGs","Yes"
"AT4G28150",1.03762658691041,0.525,0.07,18,"GEP_17 and DEGs","No"
"AT5G60200",0.349586384299056,0.1565,0.071,19,"DEGs","Yes"
"AT4G24060",0.63996852617714,0.273,0.073,20,"DEGs","Yes"
"AT3G49120",1.96364927857501,0.5985,0.0745,21,"DEGs","No"
"AT3G02800",1.05518430366519,0.505,0.075,22,"GEP_17 and DEGs","No"
"AT1G62300",2.1571415331601,0.675,0.0835,23,"DEGs","Yes"
"AT2G34810",1.60550770743835,0.556,0.1395,24,"DEGs","No"
"AT1G30135",1.64031299606809,0.6235,0.14,25,"DEGs","No"
"AT2G02230",1.40318007658805,0.487,0.145,26,"DEGs","No"
"AT3G46640",0.710380148459219,0.529,0.189,27,"DEGs","Yes"
"AT1G59590",1.12123093138881,0.561,0.203,28,"DEGs","No"
"AT4G37790",1.65454677986647,0.7275,0.24,29,"DEGs","Yes"
"AT5G45710",0.733669947135414,0.5915,0.2685,30,"DEGs","Yes"
