"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT2G40670",0.806981718618287,0.301,0.021,1,"GEP_11 and DEGs","No"
"AT1G34245",2.31510819027494,0.463,0.023,2,"GEP_11 and DEGs","No"
"AT5G10890",1.04050069991824,0.525,0.029,3,"GEP_11 and DEGs","No"
"AT5G60880",2.32489204277013,0.722,0.029,4,"GEP_11 and DEGs","No"
"AT5G53210",1.52666253127109,0.682,0.043,5,"GEP_11 and DEGs","Yes"
"AT3G62070",1.93255667977136,0.59,0.044,6,"GEP_11 and DEGs","No"
"AT1G65620",0.490506142833576,0.2345,0.045,7,"DEGs","Yes"
"AT2G02450",1.00898470130609,0.504,0.047,8,"GEP_11 and DEGs","Yes"
"AT1G56150",0.809837842363549,0.307,0.053,9,"GEP_11 and DEGs","No"
"AT1G80080",3.01875831172355,0.725,0.054,10,"GEP_11 and DEGs","No"
"AT3G12870",1.65109457084283,0.3235,0.0625,11,"DEGs","No"
"AT3G22760",0.915096833420782,0.4785,0.0805,12,"DEGs","Yes"
"AT5G15310",0.510917643881295,0.402,0.081,13,"DEGs","Yes"
"AT5G47380",0.883641672695682,0.606,0.091,14,"GEP_11 and DEGs","No"
"AT5G46880",0.607601860197294,0.5425,0.094,15,"DEGs","Yes"
"AT5G11160",1.46232733359833,0.6625,0.1005,16,"DEGs","No"
"AT4G15830",1.41860215292237,0.439,0.102,17,"DEGs","No"
"AT4G31805",1.44919466654566,0.606,0.12,18,"DEGs","No"
"AT2G25060",3.0223921013133,0.486,0.1255,19,"DEGs","No"
"AT4G04890",1.37075422598245,0.7465,0.1255,20,"DEGs","Yes"
"AT3G28910",0.854483008462328,0.6105,0.1335,21,"DEGs","Yes"
"AT4G21750",1.1302296806603,0.74,0.1365,22,"DEGs","Yes"
"AT1G76540",1.23645797466285,0.501,0.1455,23,"DEGs","No"
"AT5G04530",1.06565583561792,0.6515,0.15,24,"DEGs","No"
"AT1G14440",1.29886959161376,0.691,0.153,25,"DEGs","Yes"
"AT5G17160",1.58038024163042,0.5565,0.154,26,"DEGs","No"
"AT5G67270",1.09387279649268,0.584,0.1635,27,"DEGs","No"
"AT5G51600",1.14827972823403,0.585,0.1695,28,"DEGs","No"
"AT4G14770",0.651342107761706,0.5195,0.2015,29,"DEGs","Yes"
