"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT2G37590",0.527997996200622,0.1975,0.0025,1,"DEGs","Yes"
"AT5G25490",1.50031393737533,0.3255,0.007,2,"DEGs","No"
"AT5G37660",0.656320314708977,0.229,0.0075,3,"DEGs","No"
"AT1G07640",0.686402823206182,0.249,0.009,4,"DEGs","Yes"
"AT3G55370",0.769019915429292,0.3865,0.011,5,"DEGs","Yes"
"AT3G15680",2.75855932231458,0.438,0.0145,6,"DEGs","No"
"AT5G24800",2.08207265720369,0.258,0.0145,7,"DEGs","Yes"
"AT3G02000",1.2660189050111,0.291,0.015,8,"GEP_19 and DEGs","No"
"AT3G28420",0.915629192805834,0.359,0.015,9,"GEP_19 and DEGs","No"
"AT5G62280",0.9830510847434,0.221,0.019,10,"GEP_19","No"
"AT3G28455",1.27136505861113,0.509,0.0205,11,"DEGs","No"
"AT5G10510",0.730906157302904,0.4515,0.023,12,"DEGs","Yes"
"AT3G62100",1.25067002418739,0.369,0.032,13,"GEP_19 and DEGs","No"
"AT1G69580",0.428771025185993,0.274,0.0345,14,"DEGs","Yes"
"AT2G38800",0.700108563206472,0.362,0.036,15,"DEGs","No"
"AT5G60200",1.58325171202876,0.658,0.047,16,"GEP_19 and DEGs","Yes"
"AT1G73590",0.95571372835571,0.547,0.05,17,"GEP_19 and DEGs","No"
"AT1G29160",0.431692067995949,0.177,0.055,18,"DEGs","Yes"
"AT5G01370",2.02691450586431,0.518,0.062,19,"GEP_19 and DEGs","No"
"AT2G21050",1.71351398505734,0.606,0.064,20,"GEP_19 and DEGs","No"
"AT3G63300",1.90439288190309,0.715,0.069,21,"GEP_19 and DEGs","No"
"AT5G57130",1.16482178161237,0.674,0.077,22,"GEP_19 and DEGs","No"
"AT3G50410",1.50249705977229,0.556,0.107,23,"DEGs","Yes"
"AT5G12050",1.14294019050813,0.48,0.117,24,"DEGs","No"
"AT1G19850",1.45216563375433,0.688,0.1245,25,"DEGs","Yes"
"AT2G02130",3.02726583152912,0.756,0.146,26,"DEGs","No"
"AT2G30590",0.675616421929227,0.5595,0.186,27,"DEGs","Yes"
"AT3G16500",0.720840806838548,0.558,0.2295,28,"DEGs","No"
"AT1G18250",1.30215028903033,0.745,0.357,29,"DEGs","No"
"AT2G28790",1.63968876360686,0.8995,0.446,30,"DEGs","No"
