"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT4G26960",0.924790217773183,0.64,0.1465,1,"DEGs","No"
"AT3G12170",0.655443007044511,0.687,0.202,2,"DEGs","No"
"AT2G24970",0.54634890165951,0.644,0.2235,3,"DEGs","No"
"AT3G52630",0.962127269956622,0.751,0.236,4,"DEGs","No"
"AT3G02820",0.872776499085611,0.763,0.237,5,"DEGs","No"
"AT5G54970",0.936268345199817,0.7455,0.302,6,"DEGs","No"
"AT3G46940",1.43099783454993,0.909,0.3455,7,"DEGs","No"
"AT2G16780",0.636577872767977,0.776,0.3765,8,"DEGs","No"
"AT2G28790",0.294170654109569,0.631,0.456,9,"GEP_20","No"
"AT5G28640",0.382310438386562,0.704,0.475,10,"GEP_20 and DEGs","No"
"AT4G15910",0.354351377924404,0.708,0.518,11,"GEP_20 and DEGs","No"
"AT1G10522",0.5549661972896,0.873,0.644,12,"GEP_20 and DEGs","No"
"AT3G56070",0.268653857222935,0.793,0.654,13,"GEP_20 and DEGs","No"
"AT3G23830",0.3027591694491,0.801,0.659,14,"GEP_20","No"
"AT5G23310",0.604914296525803,0.904,0.693,15,"GEP_20 and DEGs","No"
"AT1G14410",0.558606570577386,0.904,0.701,16,"GEP_20 and DEGs","Yes"
"AT2G20490",0.265396824600407,0.937,0.862,17,"GEP_20","No"
"AT5G22650",0.304615275621928,0.942,0.879,18,"GEP_20","No"
