"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT1G04110",0,1.3362723099213,0.164,0.002,0,4.6145805727339e-277,2.91450664630831,0.4,0.017,8.47098555736761e-273,4.6145805727339e-277,0,"Chir01Ox-b03210.2",NA,NA,"AtSDD1","external side of plasma membrane, extracellular region, regulation of cell population proliferation, serine-type endopeptidase activity, stomatal complex morphogenesis"
"AT2G20875",0,2.38846027387676,0.515,0.004,0,0,2.85488398589495,0.681,0.003,0,0,0,"Chir03Ox-b35560.2",NA,NA,"EPF1","extracellular region, guard cell differentiation, molecular_function, negative regulation of stomatal complex development, stomatal complex development, stomatal complex patterning"
"AT1G26600",0,1.08684388362748,0.493,0.008,0,0,1.42225625552025,0.65,0.011,0,0,0,"Chir01Ox-b24670.2",NA,NA,"AT1G26600.1","apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, regulation of cell differentiation"
"AT3G06778",0,1.42988898228878,0.526,0.009,0,0,1.00355503023671,0.525,0.006,0,0,0,"Chir03Ox-b06360.2",NA,NA,NA,"biological_process, cellular_component, molecular_function"
"AT5G23400",9.63007202347824e-99,1.92959815389397,0.133,0.014,1.7677923213499e-94,0.00014254643453145,2.34663909469508,0.119,0.055,1,0.00014254643453145,1.92601440469568e-98,"Chir06Ox-b16320.2",NA,NA,"K19M13.1","extracellular region, molecular_function, plant-type cell wall, plasmodesma, signal transduction"
"AT3G20860",0,1.39885727010084,0.44,0.016,0,9.61700224089853e-206,1.84113252287478,0.744,0.085,1.76539310136174e-201,9.61700224089853e-206,0,"Chir03Ox-b20920.2",NA,NA,"ATNEK5","cortical microtubule organization, lateral root formation, negative regulation of ethylene biosynthetic process, nucleus, protein phosphorylation, protein serine/threonine kinase activity"
"AT5G66440",0,1.98249201978725,0.54,0.021,0,0,1.9694699333043,0.488,0.02,0,0,0,"Chir08Ox-b30160.2",NA,NA,"K1F13.9","defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus"
"AT1G53060",0,1.34965203985362,0.395,0.024,0,7.62293994250629e-93,2.41143679567645,0.881,0.291,1.39934308524588e-88,7.62293994250629e-93,0,"Chir01Ox-b41920.2",NA,NA,"AT1G53060.1","nucleus, response to inorganic substance, root development, tetrapyrrole metabolic process"
"AT3G26960",6.0251882641619e-161,1.25588320032091,0.227,0.025,1.1060438096522e-156,0,1.44852623744489,0.381,0.007,0,6.0251882641619e-161,0,"Chir05Ox-b04350.2",NA,NA,"MOJ10.4","extracellular region, molecular_function, pattern specification process, response to light stimulus, shoot system development"
"AT1G71050",6.4571895719333e-263,1.6426627272387,0.317,0.03,1.1853462897198e-258,1.61570590487337e-261,1.62196739666048,0.231,0.006,2.96595132957605e-257,1.61570590487337e-261,1.29143791438653e-262,"Chir02Ox-b17620.2",NA,NA,"HIPP20","cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function"
